,title,artist,lyrics
466,Mama,Jonas Blue,"where should we run to? we got the world in our hands and we're ready to play they say we're wasted but how can we waste it if we're loving every day? okay, i got the keys to the universe so stay, with me, 'cause i got the keys, babe  don't wanna wake up one day wishing that we'd done more i wanna live fast and never look back, that's what we here for don't wanna wake up one day wondering where'd it all go 'cause we'll be home before we know, i wanna hear you singing hey mama, don't stress your mind, we ain't coming home tonight hey ma, we gonna be alright, dry those eyes we'll be back in the morning when the sun starts to rise so mama, don't stress your mind so mama, don't stress your mind  mama, mama, mama, hey we ain't coming home tonight mama, mama, mama, hey we ain't coming home tonight  where should we run to? we got a ticket that takes us wherever we like we got our problems but just for the minute, let's push all our troubles aside alright, 'cause we got the keys to the universe inside our minds, yeah, we got the keys, babe  don't wanna wake up one day wishing that we'd done more i wanna live fast and never look back, that's what we here for don't wanna wake up one day wondering where'd it all go 'cause we'll be home before we know, i wanna hear you singing you might also like hey mama, don't stress your mind, we ain't coming home tonight hey ma, we gonna be alright, dry those eyes we'll be back in the morning when the sun starts to rise so mama, don't stress your mind so mama, don't stress your mind hey, mama, don't stress your mind, we ain't coming home tonight hey, mama, we gonna be alright, dry those eyes we'll be back in the morning when the sun starts to rise so mama, don't stress your mind so mama, don't stress your mind  mama, mama, mama, hey we ain't coming home tonight mama, mama, mama, hey we ain't coming home tonight"
467,Slide (feat. Frank Ocean & Migos),Calvin Harris,"artist - album/songtop  albums:. kendrick lamar - damn. . tyler, the creator - flower boy . sza - ctrl . jay-z - : . sampha - process . lorde - melodrama . migos - culture . brockhampton - saturation i & ii . vince staples - big fish theory . joey bada$$ - all amerikkkan bada$$ . kelela - take me apart . harry styles - harry styles . daniel caesar - freudian . rapsody - laila's wisdom . big k.r.i.t. - eva is a mighty long time . j hus - common sense . lana del rey - lust for life . paramore - after laughter . young thug - beautiful thugger girls . lecrae - all things work together . run the jewels - run the jewels  . wiley - godfather . lil uzi vert - luv is rage  . j.i.d - the never story .  chainz - pretty girls like trap music . drake - more life . björk - utopia . gorillaz - humanz . thundercat - drunk . halsey - hopeless fountain kingdom . gucci mane - droptopwop . father john misty - pure comedy . moses sumney - aromanticism . fleet foxes - crack up . nf - perception . dvsn - morning after . the xx - i see you . jaden smith - syre . casper - lang lebe der tod . meek mill - wins & losses . big sean - i decided . khalid - american teen . perfume genius - no shape . corbin - mourn . childish gambino - awaken, my love! . future - future . logic - everybody . andy mineo & wordsplayed - magic & bird . j. cole -  your eyez only . kesha - rainbow . sam smith - the thrill of it all . idk - iwasverybad . mac demarco - this old dog . king krule - the ooz . ty dolla $ign - beach house  .  savage, offset, & metro boomin - without warning . a boogie wit da hoodie - the bigger artist . calvin harris - funk wav bounces vol.  . milo - who told you to think??!!?!?! . amine - good for you . witt lowry - i could not plan this . joji - in tongues . future - hndrxx . future & young thug - super slimey . kehlani - sweetsexysavagenotable albums released after voting closed but before dec. :ygg - world dominationtbdtbdtbdtbdcritically acclaimed albums not on the list:rick ross - rather you than mesyd - finstormzy - gang signs & prayerwilliam patrick corgan - ogilalacyhi the prynce - no dope on sundaysjoyner lucas - --talib kweli - radio silencelil peep - come over when you're sober, pt. ichoker - peakneck deep - the peace and the panicbrent faiyaz – sonder sonjidenna - the chiefibeyi - ashbenjamin booker - witnessst. vincent - masseductionthe war on drugs - a deeper understandingpost malone - stoneytbdtbdalbum graveyard:macklemore - geminidj khaled - gratefulmarilyn manson - heaven upside downxxxtentacion - ed sheeran - ÷katy perry - witnesslinkin park - one more lightplayboi carti - playboi cartitaylor swift - reputationbrand new - science fictiontbdtop  songs:. frank ocean - “chanel” . lil uzi vert - ""xo tour llife"" . kendrick lamar - “dna.” . jay-z - ""the story of o.j"" . calvin harris - “slide” feat. frank ocean & migos . kendrick lamar - “xxx” feat. u . vince staples - “yeah right” feat. kendrick lamar . future - “mask off” . tyler, the creator - “see you again” feat. kali uchis . harry styles - “sign of the times” . khalid - “location” . cardi b - “bodak yellow” . nf - ""let you down"" . frank ocean - “biking” feat. tyler, the creator & jay-z . kendrick lamar - ""love."" . migos - ""t-shirt"" . logic - “---” . sza - “love galore” feat. travis scott . goldlink - “crew” . tyler, the creator - ""boredom"" feat. anna of the north, corinne bailey rae & rex orange county . lorde - “green light” . lil uzi vert - “neon guts” feat. pharrell williams . drake - “teenage fever” . sza - “the weekend” . travis scott - “butterfly effect” . kesha - “praying” . joey bada$$ - ""rockabye baby"" feat. schoolboy q . french montana - ""unforgettable"" . sampha - “(no one knows me) like the piano” . kelela - ""lmk"" . playboi carti - “magnolia” . lana del rey - “love” . post malone - ""rockstar"" feat.  savage . frank ocean - “provider” . camila cabello- ""havana"" feat. young thug . a$ap mob - “raf” feat. quavo, a$ap rocky, lil uzi vert, playboi carti & frank ocean . portugal. the man - ""feel it still"" . lil uzi vert - “the way life goes” . mac demarco - “my old man” . n.e.r.d - ""lemon"" feat. rihanna . tyler, the creator - “who dat boy?” feat. a$ap rocky . dj khaled - “wild thoughts” feat. rihanna & bryson tiller . lecrae - ""i'll find you"" . a boogie wit da hoodie - ""drowning"" . marshmello - “silence” feat. khalid . young thug & carnage - ""homie"" feat. meek mill . selena gomez - ""fetish"" . freddie gibbs - ""crushed glass"" . jay-z - ""family feud"" . ski mask the slump god - “catch me outside” . meek mill - "" flows"" .  chainz - "" am"" feat. travis scott . a$ap ferg - “plain jane” . big sean - ""sacrifices"" feat. migos . jaden smith - ""icon"" . khalid - ""young dumb & broke"" . lil peep - ""awful things"" . brockhampton - “swamp” . lorde - ""homemade dynamite"" . tyler, the creator - “i ain’t got time!” . tyler, the creator - "" / mr. lonely"" . brockhampton - ""sweet"" . lil pump - “gucci gang” .  savage - “bank account” . miguel - ""sky walker""notable songs released after voting closed but before dec. :tbdtbdtbdcritically acclaimed songs not on the list:futuristic - ""epiphany""corbin - ""iceboy""mabel - ""finders' keepers""big sean - ""no favors"" feat. eminemkendrick lamar - ""duckworth.""moses sumney - ""quarrel"" chainz - ""good drank"" feat. gucci mane & quavohalsey - ""now or never""halsey - ""eyes closed""vince staples - ""big fish""the xx - “replica”the xx - “dangerous”offset & metro boomin - “ric flair drip”migos - “slippery” feat. gucci maneyoung thug - “relationship”calvin harris - “rollin” feat. future & khaliddua lipa - “new rules”kodak black - “tunnel vision”kyle - “ispy” feat. lil yachtymarian hill - “down”carly rae jepsen - “cut to the feeling”luis fonsi & daddy yankee - “despacito (remix)"" feat. justin bieberkendrick lamar - ""feel.""kali uchis - ""tyrant"" feat. jorja smitha.chal - ""to the light""j.i.d - ""never""sza - ""doves in the wind"" feat. kendrick lamargorillaz - ""sleeping powder""idk - ""maryland ass nigga"" feat. swizz beatzbaka - live up to my name savage - nothing newbad bunny - soy peordrake - portland ft. travis scott & quavoybn nahmir - ""rubbin off the paint""drake - ""ice melts"" feat. young thugtbdrich chigga - ""glow like dat""fabolous & jadakiss - ""theme music""tbdtbdtbdtbdtbdtbdtbdsong graveyard:kendrick lamar - “lust.”kendrick lamar - “fear.”kendrick lamar - “element.""playboi carti - “wokeuplikethis*” feat. lil uzi vertselena gomez - ""bad liar""xxxtentacion - ""jocelyn flores""migos - ""bad and boujee"" feat. lil uzi vertkendrick lamar - “humble.”jay-z - ""marcy me""ed sheeran - ""shape of you""cyhi the prynce - ""dat side"" feat. kanye westeminem - “walk on water” feat. beyoncedrake - “gyalchester”taylor swift - “getaway car”drake - “passionfruit”daniel caesar - ""get you'"" feat. kali uchischildish gambino - “redbone”big sean - ""bounce back""tbdtbdtbdtbd"
468,Swish Swish,Katy Perry,"they know what is what but they don't know what is what they just strut what the fuck?  a tiger don't lose no sleep don't need opinions from a shellfish or a sheep don't you come for me no, not today you're calculated i got your number 'cause you're a joker and i'm a courtside killer queen and you will kiss the ring you best believe so keep calm, honey, i'ma stick around for more than a minute, get used to it funny my name keeps comin' outcho mouth 'cause i stay winning lay 'em up like  swish, swish, bish another one in the basket can't touch this another one in the casket  your game is tired you should retire you're 'bout cute as an old coupon expired and karma's not a liar she keeps receipts  so keep calm, honey, i'ma stick around for more than a minute, get used to it funny my name keeps comin' outcho mouth 'cause i stay winning lay 'em up like see katy perry liveget tickets as low as $you might also like swish, swish, bish another one in the basket can't touch this another one in the casket swish, swish, bish another one in the basket can't touch this another one in the casket  they know what is what but they don't know what is what katy perry they just know what is what young money but they don't know what is what they just know what is what but they don't know what is what they just strut hahaha, yo what the fuck? pink ferragamo sliders on deck silly rap beefs just get me more checks my life is a movie, i'm never off set me and my amigos (no, not offset) swish swish, aww i got them upset but my shooters'll make 'em dance like dubstep swish, swish, aww, my haters is obsessed 'cause i make m's, they get much less don't be tryna double back i already despise you all that fake love you showin' couldn't even disguise you ran? when? nicki gettin' tan mirror mirror who's the fairest bitch in all the land? damn, man, this bitch is a stan muah, muah, the generous queen will kiss a fan ass goodbye, i'ma be riding by i'ma tell my ----- biggz, yeah that's tha guy a star's a star, da ha da ha they never thought the swish god would take it this far get my pimp cup, this is pimp shit, baby i only rock with queens, so i'm makin' hits with katy swish, swish, bish another one in the basket can't touch this another one in the casket  they know what is what do they know? but they don't know what is what they just know what is what but they don't know what is what they just know what is what but they don't know what is what they just strut what the..."
469,Chained To The Rhythm,Katy Perry,"are we crazy? living our lives through a lens trapped in our white picket fence like ornaments so comfortable, we're living in a bubble, bubble so comfortable, we cannot see the trouble, trouble aren't you lonely up there in utopia where nothing will ever be enough? happily numb so comfortable, we're living in a bubble, bubble so comfortable, we cannot see the trouble, trouble so put your rose-colored glasses on and party on turn it up, it's your favorite song dance, dance, dance to the distortion turn it up, keep it on repeat stumbling around like a wasted zombie yeah, we think we're free drink, this one's on me we're all chained to the rhythm to the rhythm, to the rhythm turn it up, it's your favorite song dance, dance, dance to the distortion turn it up, keep it on repeat stumbling around like a wasted zombie yeah, we think we're free drink, this one's on me we're all chained to the rhythm to the rhythm, to the rhythm are we tone deaf? keep sweeping it under the mat thought we could do better than that i hope we can so comfortable, we're living in a bubble, bubble so comfortable, we cannot see the trouble, trouble see katy perry liveget tickets as low as $you might also like so put (so put) your rose-colored glasses on and party on turn it up, it's your favorite song dance, dance, dance to the distortion turn it up, keep it on repeat stumbling around like a wasted zombie yeah, we think we're free drink, this one's on me we're all chained to the rhythm to the rhythm, to the rhythm turn it up, it's your favorite song (oh) dance, dance, dance to the distortion turn it up, keep it on repeat stumbling around like a wasted zombie yeah, we think we're free drink, this one's on me we're all chained to the rhythm to the rhythm, to the rhythm (woah, oh, oh) it is my desire break down the walls to connect, inspire ayy, up inna your high place, liars time is ticking for the empire the truth they feed is feeble as so many times before they greed over the people they stumbling and fumbling and we about to riot they woke up, they woke up the lions (woo!) turn it up, it's your favorite song dance, dance, dance to the distortion turn it up, keep it on repeat (turn it up, turn it up, yeah) stumbling around like a wasted zombie (like a wasted zombie) yeah, we think we're free drink, this one's on me (oh, we're all) we're all chained to the rhythm (oh, we're all) to the rhythm, to the rhythm (chained to the rhythm)  it goes on and on and on (turn it up, it goes) it goes on and on and on (turn it up, it goes on and on and on) it goes on and on and on (on and on and on, it goes) 'cause we're all chained to the rhythm"
470,Cold (feat. Future),Maroon 5,"david guetta - light my body up feat. nicki minaj & lil wayne zayn - still got time feat. partynextdoor mansionz - wicked feat. g-eazy drake - blem gorillaz - ascension feat. vince staples loyal - tower over all k.i.d - boy blackbear - do re mi drake - portland feat. quavo & travis scott louis the child - world on fire feat. ashe perfume genius - slip away alma - chasing highs mike will made-it - perfect pint feat. kendrick lamar, gucci mane & rae sremmurd young thug,  chainz, wiz khalifa & pnb rock - gang up the chain gang of  - wallflowers julia michaels - issues (acoustic) trey songz - come over quinn xcii - make time nawas - make it work all time low - last young renegade nombe - freak like me mags duval - cinnamon gum blaenavon - alice come home bipolar sunshine - are you happy flint eastwood  - push feat. tunde olaniran khrebto - after all feat. aiaya london grammar - truth is a beautiful thing noah kahan - hold it down klyne - still not over you lost kings - quit you feat. tinashe (wuki remix) prelow - i don't wanna end the night vallis alps - east hearts & colors - for the love yellow claw - light years feat. rochelle gorillaz - andromeda feat. d.r.a.m. goldlink - kokamoe freestyle tei shi - justify reo cragun - fallin' shaun frank - no future feat. dyson maroon  - cold feat. future (hot shade & mike perry remix) iggy azalea - mo bounce amber mark - lose my cool amir miles - bad habits feat. nxfce tuxedo - fux with the tux grey - i miss you (acoustic) feat. bahari tim mcgraw & faith hill - speak to a girl jason isbell and the  unit - hope the high road local natives - i saw you close your eyes diet cig - link in bio future islands - cave betty who - pretend you're missing me marc - dreams feat. emir glades - dangerous life of dillon - focus feat. l. marshall katy perry - chained to the rhythm (oliver heldens remix) becky g - todo cambio feat. cnco frank walker - less lonely bas - don't front adam counts - want semi-attractive boy - her heart isn't beating for me handsome ghost - beauty / bends: jacob banks - chainsmoking  - older now falling in reverse - broken cid - secrets feat. conrad sewell (kaskade remix) massari - so long krrum - moon lucius - million dollar secret simon doom - i feel unloved mr sanka - gallon waju - faded wens - bleed"
471,Love,Lana Del Rey,"look at you, kids, with your vintage music comin' through satellites while cruisin' you're part of the past, but now you're the future signals crossing can get confusin'  it's enough just to make you feel crazy, crazy, crazy sometimes it's enough just to make you feel crazy  you get ready, you get all dressed up to go nowhere in particular back to work or the coffee shop doesn't matter 'cause it's enough to be young and in love, ah, ah to be young and in love, ah, ah look at you, kids, you know you're the coolest the world is yours and you can't refuse it seen so much, you could get the blues, but that don't mean that you should abuse it  though it's enough just to make you go crazy, crazy, crazy i know, it's enough just to make you go crazy, crazy, crazy  but you get ready, you get all dressed up to go nowhere in particular back to work or the coffee shop it don't matter because it's enough to be young and in love, ah, ah to be young and in love, ah, ah  hmm (ah, ah) hmm (ah, ah, ah, ah) hmm don't worry, baby hmm (ah, ah) hmm (ah, ah, ah, ah) hmm don't worry, baby you might also like and it's enough just to make me go crazy, crazy, crazy it's enough just to make me go crazy, crazy, crazy  i get ready, i get all dressed up to go nowhere in particular it doesn't matter if i'm not enough for the future or the things to come 'cause i'm young and in love, ah, ah i'm young and in love, ah, ah, ah, ah  hmm (ah, ah) hmm (ah, ah, ah, ah) hmm don't worry, baby hmm (ah, ah) hmm (ah, ah, ah, ah) hmm don't worry, baby"
472,Reggaetón Lento (Remix),CNCO,"boy, i can see the way you dance and move that body i know it's crazy, but i feel like you could be the one that i've been chasin' in my dreams boy, i can see you lookin' at me like you want it oh, usually i'm like, ""whatever,"" but tonight the way you moving got me where i might  it started when i looked in her eyes i got close and i'm like, ""¿bailemos, eh?"" la noche está para un reggaetón lento (hey) de esos que no se bailan hace tiempo (ooh-ooh) yo sólo la miré y me gustó me pegué y la invité: ""¿bailemos, eh?"" tonight we're dancing un reggaetón lento just get a little closer, baby, let go (just get a little closer, baby, let go, hmm) excuse me, baby boy, just had to dance with you now see, there's nobody in here that comes close to you, no your hands are on my waist, my lips you wanna taste come muévete, muévete, muévete (oh, hey!) our bodies on fire, we full of desire if you feel what i feel, throw your hands up higher (hey!) and to all the ladies all around the world go ahead and muévete, muévete, muévete  it started when i looked in her eyes i got close and i'm like, ""¿bailemos, eh?"" la noche está para un reggaetón lento de esos que no se bailan hace tiempo (bailan hace tiempo) yo sólo la miré y me gustó me pegué y la invité: ""¿bailemos, eh?"" (me pegué y la invité: ""¿bailemos?"") tonight we're dancing un reggaetón lento (*un reggaetón lento*) just get a little closer, baby, let go  and, girl, you know i like you when you take it to the floor (the floor) i know you like this reggaetón lento (lento) this ain't stopping, baby, 'til i say so come get, come get some more, ahh you might also like oh-woah, boy, i wish that this could last forever 'cause every second by your side is heaven oh, come give me that, give me that boom, boom, boom, oh i told ya, baby, you, baby, you get me hotter loving made me sick, made me sick, you my doctor don't you know you're playing with fire tonight? can we get it right here one more time? ¿bailemos, eh?  it started when i looked in her eyes i got close and i'm like, ""¿bailemos, eh?"" la noche está para un reggaetón lento (la noche está para un reggaetón lento) de esos que no se bailan hace tiempo (bailan hace tiempo) yo sólo la miré y me gustó me pegué y la invité: ""¿bailemos, eh?"" tonight we're dancing un reggaetón lento (*reggaetón lento*) just get a little closer, baby, let go (*closer, baby, let go*)  yo sólo la miré y me gustó (ah-ah-ah-ah-ah) me pegué y la invité: ""¿bailemos, eh?"" la noche está para un reggaetón lento (ooh) de esos que no se bailan hace tiempo (ooh)  it started when i looked in her eyes i got close and i'm like, ""¿bailemos, eh?"" tonight we're dancing un reggaetón lento just get a little closer, baby, let go (oh, oh, oh, oh, oh) muévete, muévete, eh, eh, eh (yeah, yeah) báilalo, báilalo tonight we're dancing un reggaetón lento (oh-eh, oh-eh-oh) let's get a little closer, slow the tempo, woah (oh-eh-oh, oh-eh-oh) muévete, muévete, eh, eh, eh (just dance with me now) drop it low, drop it low *tonight we're dancing un reggaetón lento* (oh-eh, oh-eh-oh) *just get a little closer, baby, let's go, oh* (oh-eh-oh, oh-eh-oh)"
473,All I Ask,Adele,"i will leave my heart at the door i won't say a word they've all been said before, you know so why don't we just play pretend like we're not scared of what is coming next or scared of having nothing left?  look, don't get me wrong i know there is no tomorrow all i ask is if this is my last night with you hold me like i'm more than just a friend give me a memory i can use take me by the hand while we do what lovers do it matters how this ends 'cause what if i never love again?  i don't need your honesty it's already in your eyes and i'm sure my eyes, they speak for me no one knows me like you do and since you're the only one that mattered tell me, who do i run to?  look, don't get me wrong i know there is no tomorrow all i ask is  if this is my last night with you hold me like i'm more than just a friend give me a memory i can use take me by the hand while we do what lovers do it matters how this ends 'cause what if i never love again? see adele liveget tickets as low as $you might also like let this be our lesson in love let this be the way we remember us i don't want to be cruel or vicious and i ain't asking for forgiveness all i ask is  if this is my last night with you hold me like i'm more than just a friend give me a memory i can use take me by the hand while we do what lovers do it matters how this ends 'cause what if i never love again?"
474,First Time,Kygo,"we were lovers for the first time running all the red lights the middle finger was our peace sign, yeah we were sipping on emotions smoking and inhaling every moment it was reckless and we owned it, yeah, yeah  we were high and we were sober we were on and we were over we were young and now i'm older but i'd do it all again getting drunk on a train track way back, when we tried our first cigarettes (oh) ten dollars was a fat stack i'd do it all again (oh) bomber jacket and a snapback your dad's black honda was a maybach (oh) ""re: stacks"" on the playback i'd do it all again (oh)  we were lovers on a wild ride speeding for the finish line come until the end of our time, yeah started off as a wildfire burning down the bridges to our empire our love was something they could admire, yeah, yeah  we were high and we were sober we were on and we were over we were young and now i'm older but i'd do it all again  getting drunk on a train track way back, when we tried our first cigarettes (oh) ten dollars was a fat stack i'd do it all again (oh) bomber jacket and a snapback your dad's black honda was a maybach (oh) ""re: stacks"" on the playback i'd do it all again (oh) you might also like stack stack, stack stack, oh oh... speed speed, speed speed oh oh... stack stack, stack stack, oh oh... stack stack, stack stack, oh oh... stack stack, stack stack, oh oh... speed speed, speed speed oh oh... stack stack, stack stack, oh oh... stack stack, stack stack, oh oh... stack stack, stack stack, oh oh... speed speed, speed speed oh oh... stack stack, stack stack, oh oh... stack stack, stack stack..."
475,The Cure,Lady Gaga,"i'll undress you 'cause you're tired cover you as you desire when you fall asleep inside my arms may not have the fancy things but i'll give you everything you could ever want, it's in my arms  so baby, tell me ""yes"" and i will give you everything so baby, tell me ""yes"" and i will be all yours tonight so baby, tell me ""yes"" and i will give you everything i will be right by your side if i can't find the cure, i'll i'll fix you with my love no matter what you do, i'll i'll fix you with my love and if you say you're okay i'm gonna heal you anyway promise i'll always be there promise i'll be the cure (be the cure)  rub your feet, your hands, your legs let me take care of it, babe close your eyes, i'll sing your favorite song i wrote you this lullaby hush now baby, don't you cry anything you want could not be wrong  so baby, tell me ""yes"" and i will give you everything so baby, tell me ""yes"" and i will be all yours tonight so baby, tell me ""yes"" and i will give you everything i will be right by your side you might also like if i can't find the cure, i'll i'll fix you with my love no matter what you do, i'll i'll fix you with my love and if you say you're okay i'm gonna heal you anyway promise i'll always be there promise i'll be the cure (be the cure)  i'll fix you with my love (i'll fix you with my love-lo-love) i'll fix you with my love (i'll fix you with my love-lo-love)  if i can't find the cure, i'll i'll fix you with my love no matter what you do, i'll i'll fix you with my love and if you say you're okay i'm gonna heal you anyway promise i'll always be there promise i'll be the cure (be the cure) promise i'll be the cure (be the cure) i'll fix you with my love"
